ประทับเวลา,1. ตรวจเช็คการทำงานของพัดลม   ,2. ตรวจเช็คระบบปั๊มน้ำ       ,3. ตรวจเช็คระบบเดรน       ,4. ตรวจเช็คการสั่นสะเทือนของตัว EVAP,5. ตรวจเช็คคราบนํ้าหยดในไลน์ผลิต,หมายเหตุ : กรณีพบสิ่งผิดปกติให้ระบุรายละเอียด,ชื่อผู้ตรวจเช็ค
"24/10/2024, 8:37:46",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"25/10/2024, 8:24:43",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"29/10/2024, 8:35:56",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"30/10/2024, 9:21:58",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"31/10/2024, 8:52:04",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"2/11/2024, 7:39:10",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"3/11/2024, 7:35:46",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"5/11/2024, 7:13:21",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"6/11/2024, 7:35:39",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"7/11/2024, 7:07:10",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"8/11/2024, 7:43:40",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"9/11/2024, 6:30:09",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"10/11/2024, 6:28:18",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"11/11/2024, 7:49:19",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"12/11/2024, 7:06:23",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/11/2024, 7:43:14",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"14/11/2024, 6:57:27",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"15/11/2024, 7:13:29",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"17/11/2024, 13:33:40",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"20/11/2024, 7:48:21",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"21/11/2024, 7:48:12",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"22/11/2024, 7:42:02",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
