ประทับเวลา,1. ตรวจเช็คการทำงานของพัดลม   ,2. ตรวจเช็คระบบปั๊มน้ำ       ,3. ตรวจเช็คระบบเดรน       ,4. ตรวจเช็คการสั่นสะเทือนของตัว EVAP,5. ตรวจเช็คคราบนํ้าหยดในไลน์ผลิต,หมายเหตุ : กรณีพบสิ่งผิดปกติให้ระบุรายละเอียด,ชื่อผู้ตรวจเช็ค
"24/10/2024, 8:39:21",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"25/10/2024, 8:25:56",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"29/10/2024, 8:36:53",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"30/10/2024, 9:23:16",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"31/10/2024, 8:53:24",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"2/11/2024, 7:41:35",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"3/11/2024, 7:38:54",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"5/11/2024, 7:15:09",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"6/11/2024, 7:37:25",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"7/11/2024, 7:09:07",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"8/11/2024, 7:45:55",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"9/11/2024, 6:32:01",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"10/11/2024, 6:30:04",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"11/11/2024, 7:51:45",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"12/11/2024, 7:07:46",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/11/2024, 7:44:52",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"14/11/2024, 6:59:00",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"15/11/2024, 7:17:18",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"17/11/2024, 13:36:30",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"21/11/2024, 7:51:03",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"6/12/2024, 8:06:39",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"6/12/2024, 8:09:46",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"7/12/2024, 7:42:05",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"8/12/2024, 8:11:42",ปกติ,ปกติ,ผิดปกติ,ปกติ,ปกติ,"พบน้ำไหลหยดตลอดออกจากปลายท่อเด่น , ท่อที่ใช้อุดรูเดนน้ำไม่แน่น ทำให้น้ำซึมรั่วไหลออกมาได้",ณรงค์ศักดิ์ ศรีพงษ์ชู
"9/12/2024, 7:32:19",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"11/12/2024, 6:58:57",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,boss
"12/12/2024, 7:22:45",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/12/2024, 7:05:35",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,boss
"14/12/2024, 6:51:03",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"15/12/2024, 8:03:16",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"16/12/2024, 8:21:19",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"17/12/2024, 9:07:12",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"20/12/2024, 8:25:41",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"21/12/2024, 11:21:06",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"23/12/2024, 7:36:45",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"24/12/2024, 7:31:52",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"25/12/2024, 7:08:49",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"26/12/2024, 7:40:17",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"3/1/2025, 7:38:39",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
