ประทับเวลา,1. ตรวจเช็คการทำงานของพัดลม   ,2. ตรวจเช็คระบบปั๊มน้ำ       ,3. ตรวจเช็คระบบเดรน       ,4. ตรวจเช็คการสั่นสะเทือนของตัว EVAP,5. ตรวจเช็คคราบนํ้าหยดในไลน์ผลิต,หมายเหตุ : กรณีพบสิ่งผิดปกติให้ระบุรายละเอียด,ชื่อผู้ตรวจเช็ค
"24/10/2024, 8:40:06",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"25/10/2024, 8:26:26",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"29/10/2024, 8:37:23",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"30/10/2024, 9:23:44",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"31/10/2024, 8:54:02",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"2/11/2024, 7:42:11",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"3/11/2024, 7:39:25",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"5/11/2024, 7:15:35",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"6/11/2024, 7:37:52",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"7/11/2024, 7:09:36",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"8/11/2024, 7:46:24",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"9/11/2024, 6:32:27",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"10/11/2024, 6:30:30",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"11/11/2024, 7:52:32",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"12/11/2024, 7:08:24",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/11/2024, 7:45:31",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"14/11/2024, 6:59:45",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"15/11/2024, 7:17:40",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"17/11/2024, 13:37:15",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"21/11/2024, 7:51:52",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"22/11/2024, 7:44:59",ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,,F
"23/11/2024, 7:47:14",ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,,F
"6/12/2024, 8:11:20",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"7/12/2024, 7:42:47",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"8/12/2024, 8:12:31",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"9/12/2024, 7:33:02",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
