ประทับเวลา,1. ตรวจเช็คการทำงานของพัดลม   ,2. ตรวจเช็คระบบปั๊มน้ำ       ,3. ตรวจเช็คระบบเดรน       ,4. ตรวจเช็คการสั่นสะเทือนของตัว EVAP,5. ตรวจเช็คคราบนํ้าหยดในไลน์ผลิต,หมายเหตุ : กรณีพบสิ่งผิดปกติให้ระบุรายละเอียด,ชื่อผู้ตรวจเช็ค
"24/10/2024, 8:37:04",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"25/10/2024, 8:24:10",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"29/10/2024, 8:35:28",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"30/10/2024, 8:44:25",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"30/10/2024, 9:20:48",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"31/10/2024, 8:51:23",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"2/11/2024, 7:38:29",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"3/11/2024, 7:35:14",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"5/11/2024, 7:12:51",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"6/11/2024, 7:35:11",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"7/11/2024, 7:06:30",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"8/11/2024, 7:43:10",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"9/11/2024, 6:29:32",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"10/11/2024, 6:27:49",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"11/11/2024, 7:48:07",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"12/11/2024, 7:05:32",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/11/2024, 7:41:48",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"14/11/2024, 6:56:31",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"15/11/2024, 7:11:56",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"17/11/2024, 13:33:04",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"20/11/2024, 7:47:42",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"21/11/2024, 7:47:45",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"22/11/2024, 7:41:32",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"23/11/2024, 7:44:48",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"7/12/2024, 7:37:50",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"8/12/2024, 8:05:08",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"9/12/2024, 7:29:09",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"11/12/2024, 6:55:41",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,boss
"12/12/2024, 7:17:30",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/12/2024, 7:03:09",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,boss
"14/12/2024, 6:48:56",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"15/12/2024, 8:00:38",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"16/12/2024, 7:57:53",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"17/12/2024, 9:05:35",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"19/12/2024, 9:00:43",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"20/12/2024, 8:21:42",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"21/12/2024, 11:17:14",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"23/12/2024, 7:34:27",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"24/12/2024, 7:29:35",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"25/12/2024, 7:05:28",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"26/12/2024, 7:38:09",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"3/1/2025, 7:34:10",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"4/1/2025, 9:08:28",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"4/1/2025, 9:09:58",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"6/1/2025, 7:01:33",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"7/1/2025, 7:03:06",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"8/1/2025, 7:22:42",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"9/1/2025, 7:12:54",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"10/1/2025, 7:05:19",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/1/2025, 8:07:11",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"14/1/2025, 8:33:04",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"15/1/2025, 7:46:08",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,เคื่องไม่ทำงาน ,ณรงค์ศักดิ์
"16/1/2025, 7:20:07",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"17/1/2025, 7:25:13",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"18/1/2025, 7:22:27",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,ไม่ได้เปิดใช้งาน,ณรงค์ศักดิ์
"19/1/2025, 7:18:46",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"20/1/2025, 7:04:48",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,boss
"21/1/2025, 6:51:58",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"22/1/2025, 7:10:02",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"23/1/2025, 7:10:11",ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,,Boss
"23/1/2025, 7:10:29",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"24/1/2025, 6:59:25",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"27/1/2025, 8:15:54",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"28/1/2025, 8:25:51",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"29/1/2025, 6:46:44",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"30/1/2025, 6:56:24",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"31/1/2025, 6:51:03",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"2/2/2025, 7:21:06",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"3/2/2025, 6:57:55",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"4/2/2025, 6:42:49",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"7/2/2025, 6:29:31",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"10/2/2025, 6:52:31",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"11/2/2025, 6:54:16",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"12/2/2025, 7:01:41",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"17/2/2025, 5:47:53",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"18/2/2025, 7:02:53",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"20/2/2025, 6:55:39",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"24/2/2025, 7:22:00",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"26/2/2025, 7:40:55",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"27/2/2025, 7:33:40",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"1/3/2025, 6:42:19",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"2/3/2025, 6:39:18",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"10/3/2025, 6:52:46",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
