ประทับเวลา,1. ตรวจเช็คการทำงานของพัดลม   ,2. ตรวจเช็คระบบปั๊มน้ำ       ,3. ตรวจเช็คระบบเดรน       ,4. ตรวจเช็คการสั่นสะเทือนของตัว EVAP,5. ตรวจเช็คคราบนํ้าหยดในไลน์ผลิต,หมายเหตุ : กรณีพบสิ่งผิดปกติให้ระบุรายละเอียด,ชื่อผู้ตรวจเช็ค
"24/10/2024, 8:38:38",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"25/10/2024, 8:25:20",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"29/10/2024, 8:36:24",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"30/10/2024, 9:22:31",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"31/10/2024, 8:52:45",ปกติ,ปกติ,ปกติ,ปกติ,,,Boss
"2/11/2024, 7:40:53",ปกติ,ปกติ,ปกติ,ปกติ,,,องงกรณ์
"3/11/2024, 7:38:26",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"5/11/2024, 7:14:41",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"6/11/2024, 7:36:56",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"7/11/2024, 7:08:37",ปกติ,ปกติ,ปกติ,ปกติ,,,อลงกรณ์
"8/11/2024, 7:45:01",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"9/11/2024, 6:31:33",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"10/11/2024, 6:29:34",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"11/11/2024, 7:50:19",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"12/11/2024, 7:07:02",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/11/2024, 7:44:07",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"14/11/2024, 6:58:09",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"15/11/2024, 7:14:46",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"17/11/2024, 13:35:56",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,อลงกรณ์
"21/11/2024, 7:50:28",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"22/11/2024, 7:43:26",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"23/11/2024, 7:45:35",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"23/11/2024, 7:46:23",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,F
"6/12/2024, 8:04:27",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"6/12/2024, 8:08:07",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"7/12/2024, 7:41:10",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"8/12/2024, 8:07:48",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"9/12/2024, 7:31:37",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"11/12/2024, 6:58:17",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,boss
"12/12/2024, 7:22:01",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/12/2024, 7:05:06",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,boss
"14/12/2024, 6:50:34",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"15/12/2024, 8:02:46",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"16/12/2024, 8:20:23",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"17/12/2024, 9:06:42",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"19/12/2024, 9:26:15",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์ ศรีพงษ์ชู
"20/12/2024, 8:24:43",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"21/12/2024, 11:20:24",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"23/12/2024, 7:36:16",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"24/12/2024, 7:31:18",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"25/12/2024, 7:08:18",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"26/12/2024, 7:39:49",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"3/1/2025, 7:37:25",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"4/1/2025, 9:11:14",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"6/1/2025, 7:03:22",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"7/1/2025, 7:04:33",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"8/1/2025, 7:24:54",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"9/1/2025, 7:14:51",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"10/1/2025, 7:07:46",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"13/1/2025, 8:11:27",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"14/1/2025, 8:34:23",ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,ไม่ทํางาน,ณรงค์ศักดิ์
"15/1/2025, 7:55:47",ปกติ,ปกติ,ปกติ,ผิดปกติ,ปกติ,มอเตอร์เสีย มีคราบน้ำมันออกจากมอเตอร์ ,ณรงค์ศักดิ์
"16/1/2025, 7:46:17",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,ไม่ได้เปิดใช้งาน,ณรงค์ศักดิ์
"17/1/2025, 7:37:14",ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,เคื่องไม่ได้เปิด   คราบน้ำมันลูกปืนเยิ้มออกมาที่มอเตอร์,ณรงค์ศักดิ์
"18/1/2025, 7:31:44",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"19/1/2025, 7:45:33",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,ณรงค์ศักดิ์
"20/1/2025, 7:05:54",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,boss
"21/1/2025, 6:52:55",ปกติ,ปกติ,ปกติ,ปกติ,ปกติ,,Boss
"22/1/2025, 7:04:36",ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,,Boss
"23/1/2025, 7:11:29",ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,ผิดปกติ,,Boss
